NUTS_ID,NAME_LATN,AREA_TOT_2024,POP_TOT_2023,POP_09_RT_2023,POP_024_RT_2023,POP_65P_RT_2023,POP_80P_RT_2023,LIFE_EXP_2022,HIGH_EDU_2023,UNEMP_25P_2023,UNEMP_LT_25P_2023,GDP_CAP_PPS_2022,INC_PPS_2021,AREA_ART_RT,AREA_CUL_RT,AREA_BOI_RT,zone
UKE1,East Yorkshire and Northern Lincolnshire,3515,932645,11.428679,28.10716,21.019466,5.5179624,80.8,29.9,3.6,36.2,,,7.197724039829303,46.00284495021337,3.2716927453769555,UK
UKE2,North Yorkshire,8312,824054,10.150427,26.98027,22.887214,6.2881801,82.3,41.4,1.9,33,,,3.8257940327237727,24.26612127045236,9.793070259865255,UK
UKE3,South Yorkshire,1552,1404971,11.797397,30.86391,18.011261,4.8196724,80.2,38.5,3.6,34.8,,,22.358247422680414,14.8840206185567,12.306701030927837,UK
UKE4,West Yorkshire,2030,2324560,13.135561,32.53515,16.595399,4.3836683,80.1,38.1,3.1,26.6,,,21.330049261083744,10.246305418719212,9.80295566502463,UK
UKF1,Derbyshire and Nottinghamshire,4788,2210381,11.475669,29.6239,19.238177,5.0430672,80.9,38.2,2.6,28.4,,,8.709273182957393,17.669172932330827,12.907268170426065,UK
UKF2,"Leicestershire, Rutland and Northamptonshire",4918,1843764,12.368937,30.99936,18.005287,4.6316665,81.5,39,3,30.7,,,8.824725498169988,16.551443676291175,7.909719398129321,UK
UKF3,Lincolnshire,5937,756920,10.875918,27.01963,23.529831,6.0603498,81,34.4,2.7,36.2,,,4.8677783392285665,40.60973555667846,8.118578406602662,UK
UKG1,"Herefordshire, Worcestershire and Warwickshire",5899,1352539,11.058091,27.14147,22.209711,5.9956127,81.9,41.9,2.1,31.2,,,7.662315646719783,28.71673164943211,13.968469232073232,UK
UKG2,Shropshire and Staffordshire,6203,1626956,11.116465,27.87297,21.090122,5.3830589,80.9,39.1,1.9,34.6,,,6.98049330968886,37.56246977269063,10.446558117040142,UK
UKG3,West Midlands,902,2928377,13.767831,34.26871,15.490594,4.4446122,80.2,35.3,4.3,42.3,,,41.46341463414634,2.882483370288248,10.310421286031042,UK
UKH1,East Anglia,12580,2521676,11.526699,28.12015,21.912688,6.0675122,82.3,39.1,2.1,37.9,,,5.922098569157392,44.02225755166931,10.906200317965025,UK
UKH2,Bedfordshire and Hertfordshire,2878,1871847,13.387472,30.42033,16.690093,4.8318586,82.3,47.3,1.8,23.8,,,11.431549687282835,33.391243919388465,13.168867268936763,UK
UKH3,Essex,3678,1841887,12.235604,28.83787,19.887865,5.4520174,81.8,36.7,2.8,23.1,,,11.99021207177814,52.99075584556824,9.461663947797716,UK
UKI3,Inner London - West,109,1190513,11.587946,28.15123,11.767112,3.1018561,84.7,72.8,3,24.6,,,57.798165137614674,,10.091743119266056,UK
UKI4,Inner London - East,210,2430890,13.074512,30.99605,8.189387,2.1069649,82,63.8,2.6,41.1,,,49.047619047619044,,13.333333333333334,UK
UKI5,Outer London - East and North East,433,1940638,14.687644,32.70924,12.898284,3.7257335,82.4,46.7,3.2,27.2,,,37.87528868360277,7.852193995381063,11.316397228637413,UK
UKI6,Outer London - South,355,1316772,13.745964,30.31223,14.653334,4.1901711,82.7,55.3,2.8,25.2,,,33.80281690140845,2.2535211267605635,22.816901408450704,UK
UKI7,Outer London - West and North West,465,2103443,14.073165,31.40546,13.58235,3.8117505,83.4,60.7,4.1,20.5,,,42.1505376344086,,4.086021505376344,UK
UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",5744,2417428,13.040595,30.916,16.856386,4.6709147,83.2,53,2,21.5,,,9.366295264623956,26.18384401114206,15.598885793871867,UK
UKJ2,"Surrey, East and West Sussex",5457,2909838,11.462116,28.25439,20.861161,6.178557,82.9,51.4,1.7,25.3,,,11.581455011911308,9.63899578522998,26.8829026937878,UK
UKJ3,Hampshire and Isle of Wight,4149,1993050,11.460877,29.39575,20.173954,5.6567572,82.5,46.8,2.7,26,,,10.556760665220535,21.547360809833695,22.87298144131116,UK
UKJ4,Kent,3740,1854717,12.246666,29.77931,19.554735,5.2309328,81.6,42.9,2.8,25.6,,,11.06951871657754,32.887700534759354,13.262032085561499,UK
UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",7471,2516568,11.761176,29.66826,19.122392,5.2841807,82.3,45.7,1.8,31.6,,,7.8302770713425245,28.28269307990898,14.670057555882746,UK
UKK2,Dorset and Somerset,6147,1336003,10.488375,26.25286,24.895528,7.1037266,82.4,41.7,1.5,37.5,,,8.894348894348894,28.452088452088454,12.432432432432433,UK
UKK3,Cornwall and Isles of Scilly,3566,568612,10.589295,26.61534,24.814988,6.3356032,81.4,42.9,3.2,36,,,8.048233314638251,14.554122265844082,12.394840157038699,UK
UKK4,Devon,6710,1195198,10.48981,27.38258,23.928253,6.5910418,81.9,41.2,1.9,34.8,,,5.7675111773472425,12.354694485842026,16.274217585692995,UK
UKL1,West Wales and The Valleys,13131,1968383,10.95737,28.33,21.968336,5.8306742,80,38,3.1,33.2,,,5.2775873886223446,6.336151092833752,20.04417028406062,UK
UKL2,East Wales,7650,1168000,11.55137,30.05163,19.50625,5.2363014,81,45.9,2.4,33.4,,,5.372549019607844,5.490196078431373,17.84313725490196,UK
UKM5,North Eastern Scotland,6504,495365,11.015312,27.57906,17.35488,4.399786,80.3,55.8,3.1,,,,2.690651906519065,24.67712177121771,14.560270602706026,UK
UKM6,Highlands and Islands,41046,470990,9.961995,25.62029,22.844859,5.7761311,80,47.6,2.1,59.5,,,0.8112848998684403,1.7468206402572721,13.116990693368416,UK
UKM7,Eastern Scotland,13389,1998699,10.619608,27.91891,18.606854,4.8491544,79.9,53,2.7,27.2,,,4.219881992680559,18.10441407125252,14.676226753304952,UK
UKM8,West Central Scotland,1978,1541998,10.868821,28.32565,16.821358,4.4130407,77.9,48.1,4.1,40.9,,,9.908998988877654,2.0728008088978767,19.261880687563195,UK
UKM9,Southern Scotland,15885,947186,10.311597,26.25271,22.200497,5.5674387,79.2,46.9,2.2,36.6,,,2.9084041548630784,10.468995908089394,22.467736858671703,UK
UKN0,Northern Ireland,14335,1875957,13.405265,32.04018,16.333797,4.2163013,80.9,40.6,2.1,47.7,,,7.485176142309034,17.963027554935472,8.05022671782351,UK
